name	x	y	z	size
A1	-53.1195259094238	-42.038459777832	29.5318393707275	0
A2	-58.278148651123	-38.9485664367676	32.9826011657715	0
A3	-49.9609222412109	-27.3802757263184	40.6936569213867	0
A4	-53.7235298156738	-24.2747764587402	51.426155090332	0
A5	-27.0484676361084	-6.78117752075195	-26.7381172180176	0
A6	-28.1115303039551	-8.15168571472168	-27.7565956115723	0
A7	-35.7469902038574	-15.4395275115967	-21.3051986694336	0
A8	-35.8366775512695	-16.478084564209	-18.6364631652832	0
A9	-32.5689659118652	-17.2745361328125	-17.5820159912109	0
A13	-56.7070121765137	-30.0539360046387	-19.1171989440918	0
A14	-43.4933853149414	-33.6362991333008	-25.4890537261963	0
A15	-40.1096420288086	-34.7491645812988	-26.2407417297363	0
A16	-34.617790222168	-36.8208236694336	-15.0896654129028	0
A17	-29.3260135650635	-38.5700531005859	-15.4593076705933	0
A18	-16.7356719970703	-34.188850402832	-15.1695375442505	0
A19	-42.0778198242188	-67.0302963256836	13.5629377365112	0
A20	-46.7702865600586	-65.4071426391602	9.70198535919189	0
A21	-55.5481491088867	-54.439769744873	-7.74721384048462	0
A22	-58.5553207397461	-54.8613204956055	-15.5767116546631	0
A23	-55.7063484191895	-56.8510551452637	-20.7529716491699	0
A24	-44.5915565490723	-59.1319770812988	-22.9209861755371	0
A25	-37.7026901245117	-61.7118606567383	-20.5712852478027	0
A26	-20.2729644775391	-71.9905014038086	-12.9473142623901	0
A27	-15.7014980316162	-72.3136596679688	-12.5323362350464	0
A28	-3.31048154830933	-70.7459564208984	6.12979030609131	0
A30	-43.4721908569336	-80.3733673095703	-4.59529733657837	0
A31	-37.4469833374023	-92.0100936889648	-7.81501626968384	0
A32	-30.2815036773682	-92.0010604858398	-4.87900161743164	0
A33	-30.1376552581787	-88.9873809814453	-0.871875762939453	0
A34	-27.6264457702637	-91.8039703369141	0.568154036998749	0
A35	-9.0952615737915	-95.2183380126953	22.7950878143311	0
A36	-4.9921727180481	-90.3227462768555	30.234317779541	0
A37	-1.94378018379211	-69.1762542724609	30.3805885314941	0
A38	-2.17563056945801	-64.7574768066406	32.5819396972656	0
A39	-26.4227237701416	-97.7804565429688	13.9679384231567	0
A40	-26.0309638977051	-78.4455718994141	17.464412689209	0
A41	-25.3542213439941	-75.4323883056641	27.1269378662109	0
A42	-24.8039245605469	-73.1999740600586	31.3473930358887	0
A43	-13.5836486816406	-58.8246078491211	61.3374938964844	0
A44	-12.0527009963989	-37.9099006652832	78.0242919921875	0
B1	-35.1459159851074	31.699764251709	34.1826705932617	0
B2	-28.4688415527344	28.6010589599609	39.5919914245605	0
B3	-40.8936614990234	8.77681827545166	41.9306564331055	0
B4	-28.8284854888916	10.9309520721436	54.0532302856445	0
B5	-23.6293640136719	6.04200649261475	50.8498268127441	0
B6	-44.8929252624512	-8.34765434265137	57.3183059692383	0
B7	-24.3307476043701	-14.6638612747192	66.1681365966797	0
B8	-37.526481628418	-25.5498905181885	47.6978225708008	0
B9	-26.7380924224854	42.0205764770508	33.9996604919434	0
B10	-20.4199237823486	40.6462860107422	35.7762832641602	0
B11	-21.2372436523438	30.8425559997559	40.4214973449707	0
B12	-22.5512828826904	9.94685649871826	50.9977722167969	0
B13	-22.3443393707275	6.28331279754639	50.4248275756836	0
B14	-19.558666229248	-13.0647754669189	60.944091796875	0
B15	-20.4798889160156	-16.2170295715332	68.1186141967773	0
B16	-26.2398490905762	-22.2004585266113	72.4702835083008	0
B17	-25.6197109222412	47.9537162780762	34.4002304077148	0
B18	-20.1679649353027	45.6707649230957	36.4263000488281	0
B19	-21.4489364624023	33.4130020141602	42.721549987793	0
B20	-26.9775695800781	21.8091506958008	53.9858169555664	0
B21	-23.1160678863525	7.42275381088257	62.1069450378418	0
B22	-21.6124076843262	-4.71221542358398	67.2980346679688	0
B23	-2.49511384963989	-30.2191562652588	52.4377326965332	0
B24	-2.49497747421265	-42.8471870422363	67.9134063720703	0
B25	-11.420431137085	67.3584213256836	16.0038585662842	0
B26	-4.64383983612061	56.5999450683594	19.5018310546875	0
B27	-23.0439300537109	35.2985153198242	49.1553955078125	0
B28	-25.4805870056152	26.7794284820557	55.039436340332	0
B29	-9.43159294128418	23.0606842041016	62.8051567077637	0
B30	-17.9474964141846	-1.03204452991486	71.9671249389648	0
