name	x	y	z	size
A1	-63.150260925293	-45.1662979125977	9.5217227935791	0
A2	-63.9822883605957	-43.4950370788574	17.9212913513184	0
A3	-52.6351089477539	-42.9993705749512	21.1096515655518	0
A4	-48.4739303588867	-37.7843627929688	24.4780788421631	0
A5	-60.5772094726562	-23.7076530456543	20.7693672180176	0
A6	-56.0781745910645	-21.3301429748535	19.8191566467285	0
A7	-51.806266784668	-12.2685995101929	31.2618560791016	0
A8	-54.8581428527832	-5.76491403579712	24.7772178649902	0
A9	-60.2951278686523	-1.01760184764862	32.885196685791	0
A10	-51.8317070007324	2.65462779998779	34.6034851074219	0
A11	-51.233642578125	-44.1284561157227	24.3960819244385	0
A12	-43.9319381713867	-44.7443046569824	42.2672958374023	0
A13	-39.1267623901367	-43.224781036377	40.2626724243164	0
A14	-44.2201957702637	-31.4213409423828	45.2858848571777	0
A15	-45.6393661499023	-33.477466583252	51.8117370605469	0
A16	-37.4657897949219	-36.484806060791	58.0764350891113	0
A17	-38.0891189575195	-10.1140270233154	-34.7451858520508	0
A18	-35.4143486022949	-8.76930999755859	-39.7609672546387	0
A19	-30.6075382232666	-2.4599404335022	-44.790412902832	0
A20	-25.2180976867676	0.128022536635399	-42.9317741394043	0
A21	-21.9179935455322	-5.05652141571045	-27.2410621643066	0
A22	-34.3748359680176	-11.4534912109375	-24.5052242279053	0
A23	-35.904426574707	-14.543966293335	-19.8752918243408	0
A24	-35.0557174682617	-17.1349830627441	-17.9625492095947	0
A25	-50.6060829162598	-11.3995380401611	-29.0901393890381	0
A26	-49.528450012207	-8.83397102355957	-35.7895774841309	0
A27	-41.4634017944336	-17.8691024780273	-32.6240692138672	0
A28	-40.6774826049805	-14.6598587036133	-28.6907768249512	0
A29	-34.707405090332	-33.7545013427734	-17.647029876709	0
A30	-33.546558380127	-33.890941619873	-16.8180332183838	0
A31	-65.2692413330078	-15.4002199172974	-22.0322399139404	0
A32	-52.4924697875977	-14.4296398162842	-27.3606872558594	0
A33	-42.0747528076172	-27.3563041687012	-23.5739479064941	0
A34	-29.4742031097412	-34.9335441589355	-27.0936985015869	0
A35	-32.0976028442383	-45.3022842407227	-11.8268222808838	0
A36	-31.5315589904785	-49.4686088562012	-9.08370018005371	0
A37	-46.399585723877	-64.3787002563477	-7.6161527633667	0
A38	-46.2567329406738	-70.0773086547852	-6.98026418685913	0
A39	-46.295970916748	-77.79296875	-9.82855033874512	0
A40	-41.0190544128418	-88.7769012451172	-10.6281051635742	0
A41	-31.7684726715088	-94.8824615478516	-10.2591772079468	0
A42	-26.8228034973145	-89.1608505249023	-16.5489082336426	0
A43	-20.4501705169678	-99.8366928100586	-17.8571720123291	0
A44	-4.74601793289185	-100.063369750977	9.96777820587158	0
A45	-7.34740447998047	-95.4928436279297	13.6913480758667	0
A46	-11.668270111084	-76.860107421875	22.5961265563965	0
A47	-43.0905723571777	-84.2683792114258	-5.51717853546143	0
A48	-35.1959838867188	-89.275749206543	-3.91440391540527	0
A49	-32.3976821899414	-89.573127746582	-4.78417682647705	0
A50	-33.0423469543457	-86.2925033569336	-0.427794754505157	0
A51	-31.2815971374512	-86.3537445068359	5.29400539398193	0
A52	-17.5362892150879	-92.5416793823242	18.9169654846191	0
A53	-23.9432773590088	-87.0626068115234	28.1217308044434	0
A54	-22.4660835266113	-84.6243896484375	37.0231742858887	0
A55	-21.6365566253662	-80.8612594604492	42.090461730957	0
A56	-19.0693492889404	-65.0224533081055	46.7375717163086	0
A57	-52.2248229980469	-23.8439846038818	36.3031997680664	0
A58	-52.0557250976562	-23.9813060760498	36.6741943359375	0
A59	-55.607349395752	-22.1046943664551	39.0184783935547	0
A60	-57.5542488098145	-20.9633979797363	41.7248420715332	0
A61	-58.2033386230469	-20.3843173980713	45.285228729248	0
A62	-26.7752838134766	-28.9159641265869	54.5859909057617	0
A63	-34.7184219360352	-28.3997611999512	51.3671760559082	0
A64	-27.1804294586182	-37.0048980712891	57.5104141235352	0
B1	-43.3257637023926	-0.284321457147598	35.5302238464355	0
B2	-49.6938705444336	-12.0601978302002	48.5560531616211	0
B3	-44.6100616455078	-14.478063583374	39.6171112060547	0
B4	-34.5022315979004	-17.6444892883301	45.6560440063477	0
B5	-32.6333808898926	-27.8631706237793	49.6670532226562	0
B6	-25.7822914123535	-36.7427253723145	59.6156387329102	0
B7	-31.3344764709473	-39.2237930297852	53.4716415405273	0
B8	-39.2099189758301	-46.1443710327148	53.2433662414551	0
B9	-40.3490333557129	4.52637720108032	42.0990524291992	0
B10	-23.6090393066406	4.08530330657959	50.2136306762695	0
B11	-18.7989921569824	-9.52398490905762	63.664966583252	0
B12	-19.4098987579346	-14.6279201507568	62.2798347473145	0
B13	-33.5345611572266	-22.539623260498	68.0597686767578	0
B14	-18.2952079772949	-30.7982292175293	75.2796020507812	0
B15	-30.8714561462402	-58.4012680053711	61.7255973815918	0
B16	-24.6254329681396	-63.6682052612305	52.4568481445312	0
B17	-25.404764175415	9.7139949798584	52.3760681152344	0
B18	-21.6480045318604	10.7205066680908	51.339714050293	0
B19	-20.1517887115479	0.90070515871048	71.0833129882812	0
B20	-19.9075489044189	-15.8043794631958	65.7628555297852	0
B21	-25.2114162445068	-16.5557689666748	71.723388671875	0
B22	-5.28843545913696	-43.8288803100586	71.5893936157227	0
B23	-27.6978645324707	-59.5198364257812	64.6171035766602	0
B24	-24.3522911071777	-62.2109146118164	57.8739395141602	0
B25	-24.1729621887207	18.0917911529541	42.7917900085449	0
B26	-26.2031497955322	15.6432371139526	50.2194519042969	0
B27	-16.6280879974365	8.73545551300049	65.837532043457	0
B28	-12.5963945388794	4.38484477996826	70.7729187011719	0
B29	-2.79892468452454	-36.8333778381348	56.7424812316895	0
B30	-8.22086143493652	-43.5359725952148	63.3306198120117	0
B31	-8.99679851531982	-49.6827735900879	41.5281448364258	0
B32	-3.23290872573853	-71.1611862182617	32.558708190918	0
B33	-5.73297643661499	43.5197525024414	29.3911838531494	0
B34	-5.17129993438721	11.8120975494385	55.3312568664551	0
B35	-2.92803049087524	7.1314697265625	63.6254959106445	0
B36	-8.87545490264893	-21.0678234100342	46.0892562866211	0
B37	-6.68623876571655	-26.3752746582031	48.250129699707	0
B38	-9.16778755187988	-33.0555648803711	43.503173828125	0
B39	-5.41017913818359	-39.5390663146973	37.6420059204102	0
B40	-3.29186582565308	-60.9280586242676	32.978157043457	0
B41	-5.66098880767822	44.259708404541	21.6743316650391	0
B42	-8.35600852966309	13.1082305908203	47.0681076049805	0
B43	-5.35833120346069	8.07043933868408	49.5294380187988	0
B44	-12.0532855987549	-15.5214567184448	42.4309005737305	0
B45	-13.2208452224731	-19.4199562072754	39.7848205566406	0
B46	-5.50893115997314	-25.5593967437744	44.3320198059082	0
B47	-4.85483026504517	-43.1152572631836	34.2751007080078	0
B48	-10.7978267669678	-48.9092636108398	31.6116237640381	0
B49	-7.21791839599609	46.6676216125488	16.8264675140381	0
B50	-8.94719886779785	13.5750780105591	42.1254997253418	0
B51	-7.29576015472412	10.012957572937	43.5510215759277	0
B52	-9.4332103729248	-0.956270098686218	42.9946670532227	0
B53	0.135443702340126	-33.6176643371582	11.6226196289062	0
B54	-2.93110489845276	-36.647159576416	25.8194923400879	0
B55	-3.78847122192383	-41.1972351074219	24.7489051818848	0
B56	-11.7426071166992	-74.80126953125	20.9071502685547	0
B57	-13.1018619537354	-24.3646430969238	-10.2042808532715	0
B58	-10.8586597442627	-27.1380462646484	-4.97696018218994	0
B59	-7.81039667129517	-28.5891914367676	-0.754799962043762	0
B60	-6.74733114242554	-30.6302547454834	9.45313167572021	0
